Month,Prov,Immig,Char,Sex,Age,No degree,Highschoolgraduate,Postsecondary,University,Above bachelor degree
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,5,7,5,7,2
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  15-24,2,4,2,2,-
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,3,3,4,5,2
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25-64,0,2,0,3,2
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,2,2,3,2,0
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,12,10,4,7,0
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  15-24,4,3,0,0,-
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,9,7,3,6,0
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,4,4,2,5,0
14-Jul,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,5,3,2,2,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,30,0,13,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,0,0,0,-
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,0,0,11,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,0,0,11,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,-,-,0,-,-
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,21,0,10,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,-,0,0,0,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,0,0,10,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,0,0,10,0
14-Jul,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,-,0,-,-
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,40,40,71,67,71
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,0,0,0,0,-
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,39,58,75,73,71
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,56,63,86,77,73
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,0,0,54,0
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,17,41,72,70,80
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,0,0,0,72,84
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,  25 Years +,19,47,76,70,80
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,  25-64,29,57,80,73,84
14-Jul,Ontario,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,0,48,0,0
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Male,15 Years +,217,434,619,919,369
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Male,  15-24,40,53,21,17,0
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Male,  25 Years +,177,381,598,902,368
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Male,  25-64,162,361,557,855,343
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Male,  55 Years +,54,111,176,186,90
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Female,15 Years +,145,362,610,809,257
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Female,  15-24,35,39,28,24,2
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Female,  25 Years +,110,323,582,785,255
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Female,  25-64,102,308,554,765,247
14-Aug,Canada,  Total Landed immigrants,  Labour force,  Female,  55 Years +,43,94,142,138,55
14-Aug,Canada,  Total Landed immigrants,    Employment,  Male,15 Years +,187,399,585,851,344
14-Aug,Canada,  Total Landed immigrants,    Employment,  Male,  15-24,26,44,18,13,0
14-Aug,Canada,  Total Landed immigrants,    Employment,  Male,  25 Years +,161,355,567,838,344
14-Aug,Canada,  Total Landed immigrants,    Employment,  Male,  25-64,146,336,529,795,321
14-Aug,Canada,  Total Landed immigrants,    Employment,  Male,  55 Years +,51,106,168,169,83
14-Aug,Canada,  Total Landed immigrants,    Employment,  Female,15 Years +,122,328,561,735,234
14-Aug,Canada,  Total Landed immigrants,    Employment,  Female,  15-24,24,33,27,22,2
14-Aug,Canada,  Total Landed immigrants,    Employment,  Female,  25 Years +,98,296,535,713,232
14-Aug,Canada,  Total Landed immigrants,    Employment,  Female,  25-64,90,281,509,694,224
14-Aug,Canada,  Total Landed immigrants,    Employment,  Female,  55 Years +,40,88,134,129,52
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,160,355,539,775,313
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Male,  15-24,12,27,12,10,0
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,148,328,527,764,312
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25-64,138,316,499,737,298
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,45,90,147,143,70
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,82,251,429,597,192
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Female,  15-24,6,16,15,14,0
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,75,234,414,583,192
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25-64,70,226,402,575,189
14-Aug,Canada,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,32,66,93,88,37
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,27,44,46,77,32
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Male,  15-24,14,17,6,3,0
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,13,27,41,74,31
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25-64,9,20,30,58,23
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,6,17,22,27,13
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,40,78,132,138,41
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Female,  15-24,18,16,11,8,0
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,22,62,121,130,40
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25-64,19,55,107,119,36
14-Aug,Canada,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,9,22,41,41,16
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Male,15 Years +,30,35,34,68,25
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Male,  15-24,14,9,3,4,0
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,17,26,31,64,25
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Male,  25-64,16,25,29,60,22
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,4,5,8,17,8
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Female,15 Years +,24,34,49,74,23
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Female,  15-24,11,7,2,2,0
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,13,27,47,72,23
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Female,  25-64,12,27,46,71,22
14-Aug,Canada,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,2,6,8,9,3
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,294,208,234,249,109
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Male,  15-24,59,21,4,3,0
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,235,186,231,247,108
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Male,  25-64,44,68,65,105,45
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,213,151,204,181,80
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,497,364,307,345,106
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Female,  15-24,57,20,7,11,0
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,440,345,300,334,104
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Female,  25-64,136,170,142,227,71
14-Aug,Canada,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,362,245,203,161,54
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,14,8,5,7,7
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Male,  15-24,35,17,15,24,0
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,9,7,5,7,7
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Male,  25-64,10,7,5,7,6
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,7,4,4,9,8
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,16,9,8,9,9
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Female,  15-24,32,17,7,10,0
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,11,8,8,9,9
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Female,  25-64,12,9,8,9,9
14-Aug,Canada,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,5,6,6,6,5
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Male,15 Years +,37,62,69,73,72
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Male,  15-24,26,59,73,65,0
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Male,  25 Years +,39,63,69,73,72
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Male,  25-64,71,78,85,83,83
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Male,  55 Years +,19,41,44,46,49
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Female,15 Years +,19,45,61,64,64
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Female,  15-24,26,55,75,63,47
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Female,  25 Years +,18,44,61,64,65
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Female,  25-64,38,59,73,70,71
14-Aug,Canada,  Total Landed immigrants,Employment rate,  Female,  55 Years +,10,26,39,43,48
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Male,15 Years +,21,41,52,94,39
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Male,  15-24,6,8,7,5,0
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Male,  25 Years +,15,32,45,90,39
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Male,  25-64,15,32,44,89,39
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Male,  55 Years +,3,2,5,8,3
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Female,15 Years +,10,32,44,74,27
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Female,  15-24,3,6,3,8,2
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Female,  25 Years +,7,26,41,66,26
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Female,  25-64,6,26,39,66,26
14-Aug,Canada,  Non-landed immigrants,  Labour force,  Female,  55 Years +,0,3,3,0,0
14-Aug,Canada,  Non-landed immigrants,    Employment,  Male,15 Years +,20,37,49,87,37
14-Aug,Canada,  Non-landed immigrants,    Employment,  Male,  15-24,6,7,6,4,0
14-Aug,Canada,  Non-landed immigrants,    Employment,  Male,  25 Years +,15,31,43,84,37
14-Aug,Canada,  Non-landed immigrants,    Employment,  Male,  25-64,14,30,42,83,37
14-Aug,Canada,  Non-landed immigrants,    Employment,  Male,  55 Years +,3,2,5,7,3
14-Aug,Canada,  Non-landed immigrants,    Employment,  Female,15 Years +,9,27,41,68,25
14-Aug,Canada,  Non-landed immigrants,    Employment,  Female,  15-24,3,4,3,7,0
14-Aug,Canada,  Non-landed immigrants,    Employment,  Female,  25 Years +,6,23,38,61,24
14-Aug,Canada,  Non-landed immigrants,    Employment,  Female,  25-64,6,23,36,61,24
14-Aug,Canada,  Non-landed immigrants,    Employment,  Female,  55 Years +,0,3,3,0,0
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,18,34,45,78,33
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Male,  15-24,3,4,5,2,0
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,14,30,41,77,33
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Male,  25-64,14,29,41,76,33
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,3,2,4,6,2
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,8,22,34,57,20
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Female,  15-24,2,3,2,4,0
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,6,19,32,54,20
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Female,  25-64,5,18,31,53,20
14-Aug,Canada,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,0,3,3,0,0
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,3,3,3,9,4
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Male,  15-24,2,2,0,2,0
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,0,2,7,4
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,0,0,7,4
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,0,0,0,0,0
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,2,5,7,11,5
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Female,  15-24,0,0,0,3,0
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,0,4,6,7,4
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Female,  25-64,0,4,5,7,4
14-Aug,Canada,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,0,0,0,0,0
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Male,15 Years +,0,3,3,7,2
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Male,  15-24,0,2,0,0,-
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,2,2,6,2
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,2,2,6,2
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,-,-,0,0,0
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,5,4,6,2
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,2,0,0,0
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,0,3,3,5,2
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Female,  25-64,0,3,3,5,2
14-Aug,Canada,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,0,0,-,-
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,11,20,15,19,8
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Male,  15-24,6,10,4,3,0
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,5,10,11,15,7
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Male,  25-64,0,8,8,11,6
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,4,4,5,5,0
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,25,25,16,31,11
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Female,  15-24,11,8,0,3,0
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,14,18,15,28,11
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Female,  25-64,7,12,11,25,10
14-Aug,Canada,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,8,9,5,4,0
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,8,5,7,6
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Male,  15-24,0,18,0,0,-
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,6,5,7,6
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,6,5,7,6
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,-,-,0,0,0
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,16,8,8,9
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,28,0,0,0
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,0,13,7,8,8
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Female,  25-64,0,13,7,8,8
14-Aug,Canada,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,0,0,-,-
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Male,15 Years +,62,61,73,78,79
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Male,  15-24,45,37,59,46,0
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Male,  25 Years +,73,72,76,80,80
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Male,  25-64,90,76,81,83,82
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Male,  55 Years +,43,33,43,58,67
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Female,15 Years +,27,47,68,65,66
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Female,  15-24,21,31,62,65,0
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Female,  25 Years +,31,52,68,65,65
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Female,  25-64,45,60,72,67,67
14-Aug,Canada,  Non-landed immigrants,Employment rate,  Female,  55 Years +,0,22,36,0,0
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Male,15 Years +,115,236,322,473,199
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Male,  15-24,18,26,8,11,0
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Male,  25 Years +,97,210,314,463,198
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Male,  25-64,90,199,290,439,186
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Male,  55 Years +,26,67,102,100,49
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Female,15 Years +,72,195,325,437,150
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Female,  15-24,18,21,15,14,0
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Female,  25 Years +,55,174,310,423,149
14-Aug,Ontario,  Total Landed immigrants,  Labour force,  Female,  25-64,50,164,291,412,145
